state,prod_year,rate_class,num_oil_wells,oil_prod_BBL,ADgas_prod_MCF,oil_wells_dayson,num_gas_wells,NAgas_prod_MCF,conden_prod_BBL,gas_wells_dayson
AK,1990,22,0,0,0,0,1,15496740,2224380,365
AK,1989,1,0,0,0,0,4,2080,24,1460
AK,1989,2,0,0,0,0,1,2622,0,365
AK,1989,3,8,2412,2471,1069,2,9351,0,516
AK,1989,4,3,2491,4338,760,6,54830,1102,1917
AK,1989,5,1,2646,932,365,2,25334,1017,730
AK,1989,6,2,4333,10909,730,1,2974,271,90
AK,1989,7,1,3200,5042,365,0,0,0,0
AK,1989,8,5,14447,8968,1158,3,92880,0,1095
AK,1989,9,2,8425,20337,669,2,65408,2613,730
AK,1989,10,7,34902,75313,2037,2,91964,0,730
AK,1989,11,5,33876,67415,1672,3,170769,2809,1095
AK,1989,12,2,23632,18953,730,2,149923,0,730
AK,1989,13,12,148047,168625,3893,8,571551,21088,2677
AK,1989,14,38,853909,887117,13232,15,1910157,66502,5051
AK,1989,15,87,3694524,4342732,29752,14,3345525,187439,5110
AK,1989,16,156,13798995,11733959,53365,23,11961635,458831,8242
AK,1989,17,204,35541339,34510600,70404,52,54565417,1437024,18492
AK,1989,18,293,97059186,137801561,102819,51,94803303,4643904,18370
AK,1989,19,299,186928263,326208188,105525,60,216897284,13423030,21232
AK,1989,20,195,212632776,523429921,69806,41,235293281,24707539,14843
AK,1989,21,43,81518147,269317872,15605,1,9354933,1525860,365
AK,1989,22,2,5839931,26218133,730,0,0,0,0
AK,1988,1,2,50,91,427,3,2164,0,763
AK,1988,2,4,1371,2923,1343,1,3641,0,366
AK,1988,3,2,211,155,91,3,9348,0,577
AK,1988,4,4,4093,2415,824,0,0,0,0
AK,1988,5,3,6732,7093,1098,2,32215,0,732
AK,1988,6,2,1264,2122,183,0,0,0,0
AK,1988,7,1,3940,2616,366,1,21984,0,366
AK,1988,8,4,17634,16659,1464,2,58360,0,732
AK,1988,9,7,22062,30163,1527,3,93364,2819,1098
AK,1988,10,4,21311,27487,1190,2,100352,0,732
AK,1988,11,5,27084,24897,1160,1,59188,0,366
AK,1988,12,7,47904,40664,1586,5,362673,3907,1770
AK,1988,13,7,87672,128564,2562,1,93372,0,366
AK,1988,14,35,764801,784390,12142,12,1556793,43127,4179
AK,1988,15,96,4196099,3965864,31938,11,3100862,84896,4026
AK,1988,16,131,11506642,9762054,43830,18,8847790,300332,5762
AK,1988,17,178,30223764,31369422,60547,55,62564405,1127488,20068
AK,1988,18,244,80410660,93620137,82878,55,105018861,3804057,19246
AK,1988,19,306,189727085,305774676,105087,72,246144522,19988281,26292
AK,1988,20,221,255262543,516921980,78393,20,124160409,11794524,7320
AK,1988,21,55,110769577,332917485,20099,4,37033437,5644450,1464
AK,1988,22,4,12659092,56635498,1464,0,0,0,0
AK,1987,1,13,531,458,1464,5,3064,0,1764
AK,1987,2,4,2126,1263,1460,2,7193,0,730
AK,1987,3,5,4857,1894,1825,2,4237,0,243
AK,1987,4,4,6558,2945,1460,1,12805,0,365
AK,1987,5,1,184,165,31,3,22102,1810,791
AK,1987,6,5,14949,4925,1794,2,30135,1544,730
AK,1987,7,4,15148,7155,1460,2,30791,0,455
AK,1987,8,2,8597,7960,730,1,14843,2257,365
AK,1987,9,6,27677,34208,1884,3,101945,1372,1095
AK,1987,10,8,54995,71332,2920,1,45855,0,365
AK,1987,11,6,39258,72045,1915,1,38757,3996,365
AK,1987,12,6,53067,62287,1733,5,350444,0,1672
AK,1987,13,11,125095,164557,3407,2,23697,304,92
AK,1987,14,37,823196,794954,13232,9,1316247,10423,3073
AK,1987,15,77,3378540,3073985,25612,9,2386023,51957,3285
AK,1987,16,156,13446338,11152488,52448,11,6764511,84180,3709
AK,1987,17,162,27606676,26305154,54059,49,61535950,443185,17338
AK,1987,18,208,70071871,75206715,70558,46,94801007,2463591,16121
AK,1987,19,299,191991775,305397995,102405,56,198045617,12080098,20440
AK,1987,20,241,279941729,557239615,84514,19,110879806,12916070,6935
AK,1987,21,52,95103060,223726304,16249,1,10059014,1028215,365
AK,1987,22,1,3912757,5237304,365,0,0,0,0
AK,1986,1,5,311,141,762,3,1577,7,881
AK,1986,2,3,613,1266,427,1,4286,0,365
AK,1986,3,6,5414,2522,2039,5,25386,841,1641
AK,1986,4,5,5154,8616,1338,1,12659,0,365
AK,1986,5,1,1025,416,153,3,32335,35,761
AK,1986,6,3,8973,6678,1095,1,20615,0,365
AK,1986,7,2,3672,10617,518,1,22978,0,365
AK,1986,8,5,12278,9989,1068,1,32618,0,365
AK,1986,9,7,28383,55952,2072,4,131129,464,1248
AK,1986,10,9,45386,69135,2435,0,0,0,0
AK,1986,11,8,52143,36535,2102,5,201046,5008,1340
AK,1986,12,15,136504,109012,4443,2,147733,0,730
AK,1986,13,7,89223,82492,2160,3,113814,1345,457
AK,1986,14,58,987509,819492,14458,11,1489880,46373,3894
AK,1986,15,82,3494870,2719444,26251,9,2424063,61397,2951
AK,1986,16,130,10979550,6610870,40930,14,6367374,142760,4230
AK,1986,17,165,27478468,24911388,55168,52,62668535,543507,18314
AK,1986,18,144,46527883,62139685,49045,36,76034224,1352154,13140
AK,1986,19,285,182496161,267175456,94461,37,150923329,6389143,13505
AK,1986,20,248,297244166,472476336,87171,18,104046652,7625157,6570
AK,1986,21,39,92025563,126423595,13872,0,0,0,0
AK,1986,22,1,3840590,5980366,365,0,0,0,0
AK,1985,1,3,76,32,426,2,1082,29,730
AK,1985,2,2,605,590,518,1,3239,43,365
AK,1985,3,5,3413,3371,1523,2,14772,0,730
AK,1985,4,3,3961,7267,1095,1,12239,0,365
AK,1985,5,3,4784,6910,881,1,13301,0,365
AK,1985,6,2,4827,3071,579,2,32696,1178,730
AK,1985,7,2,598,223,62,2,38847,1845,730
AK,1985,8,2,2411,10911,304,1,22259,0,304
AK,1985,9,6,29012,45904,2190,4,145983,3083,1460
AK,1985,10,1,6034,15625,365,2,62640,439,485
AK,1985,11,7,38542,52315,1674,3,154293,3930,1095
AK,1985,12,10,79558,86748,2739,2,23391,2154,184
AK,1985,13,13,148491,114580,3655,2,190855,0,730
AK,1985,14,59,1189417,1163524,18985,12,1646578,28736,3982
AK,1985,15,78,3181595,3036713,23956,12,2956035,69285,3832
AK,1985,16,100,8131444,6876890,32069,13,6370688,127026,4229
AK,1985,17,166,24229205,24898488,49509,37,49829923,316881,12928
AK,1985,18,169,48023756,63547630,49704,46,111099825,275588,16302
AK,1985,19,210,134965300,199992246,68920,30,121612047,3833863,10373
AK,1985,20,231,284316597,400028201,81551,22,130498414,11571106,7818
AK,1985,21,57,135354335,190512892,20593,2,18545144,1940903,730
AK,1985,22,2,8666882,9397329,730,0,0,0,0
AK,1984,1,5,344,56,1403,1,2043,0,366
AK,1984,2,2,591,1224,457,0,0,0,0
AK,1984,3,4,3941,3875,1464,4,15194,200,1007
AK,1984,4,2,2872,4638,732,1,3910,0,122
AK,1984,5,3,3685,2150,610,0,0,0,0
AK,1984,6,2,5767,6743,732,2,36945,0,732
AK,1984,7,1,2541,7705,366,1,24946,0,366
AK,1984,8,2,5758,24735,732,0,0,0,0
AK,1984,9,11,61989,51322,4026,1,37084,0,366
AK,1984,10,6,31792,56398,1922,0,0,0,0
AK,1984,11,3,29940,5911,1098,3,151733,3806,1098
AK,1984,12,7,50465,35583,1587,3,216161,4683,1098
AK,1984,13,14,173949,134808,4394,2,193014,0,732
AK,1984,14,47,917955,1012590,14950,11,1308135,33369,3538
AK,1984,15,69,2585888,2929162,21022,6,1152680,62173,1769
AK,1984,16,98,7360750,6443044,28839,20,11095164,133372,6496
AK,1984,17,120,18485932,15880465,36305,29,37254431,283833,10339
AK,1984,18,104,31430613,37125830,33889,57,128101046,1223236,20098
AK,1984,19,153,98880268,119991249,49881,35,125694110,4861385,11712
AK,1984,20,234,286265194,426299671,77689,11,65330791,5297614,4026
AK,1984,21,72,163494172,217270533,24097,0,0,0,0
AK,1984,22,2,8739273,6519481,732,0,0,0,0
AK,1983,1,1,331,129,365,0,0,0,0
AK,1983,2,0,0,0,0,0,0,0,0
AK,1983,3,3,1879,423,671,3,13512,44,789
AK,1983,4,2,2090,2004,455,1,9944,0,365
AK,1983,5,2,3797,8115,730,4,47903,1835,1460
AK,1983,6,1,2777,4671,365,2,38966,393,730
AK,1983,7,7,22952,11628,2221,0,0,0,0
AK,1983,8,4,15346,21209,1460,3,68520,1240,911
AK,1983,9,5,16854,16870,1128,2,77056,544,730
AK,1983,10,7,35881,37825,1946,0,0,0,0
AK,1983,11,6,23137,57911,1218,1,56786,118,365
AK,1983,12,10,82467,96878,2770,5,308585,12521,1825
AK,1983,13,10,87547,54271,2183,2,139615,0,546
AK,1983,14,29,671363,589064,10100,8,1101361,19928,2736
AK,1983,15,54,2326130,2496120,17950,8,1627225,62071,2492
AK,1983,16,76,6533688,5409824,24982,14,6967578,98512,4623
AK,1983,17,97,16369525,14887580,32526,32,44963256,149097,11590
AK,1983,18,83,25661434,25666474,25709,51,115488657,909418,17854
AK,1983,19,127,77580079,74876525,37926,30,128100859,2473606,10705
AK,1983,20,178,223846021,305381756,57865,14,87524749,8351522,5110
AK,1983,21,99,245726750,263407126,33992,7,66747187,7114364,2555
AK,1983,22,2,7363383,18158778,730,0,0,0,0
AK,1982,1,2,56,29,730,3,1851,0,700
AK,1982,2,1,150,104,92,2,6197,0,730
AK,1982,3,3,2251,1056,822,0,0,0,0
AK,1982,4,1,156,54,31,1,11859,0,365
AK,1982,5,4,5899,3924,944,0,0,0,0
AK,1982,6,0,0,0,0,2,29389,0,546
AK,1982,7,0,0,0,0,1,24084,0,365
AK,1982,8,2,8994,7361,730,1,28168,0,365
AK,1982,9,5,27515,20509,1825,1,38660,0,365
AK,1982,10,3,16107,11360,761,3,96044,18,761
AK,1982,11,4,29309,57869,1460,0,0,0,0
AK,1982,12,5,55214,35925,1825,4,216081,3415,1126
AK,1982,13,2,23484,6116,577,4,389343,0,1429
AK,1982,14,32,647523,644209,10039,10,978381,3920,2557
AK,1982,15,33,1454147,1188678,10771,6,1823036,32034,1856
AK,1982,16,61,5377197,3630309,20174,12,6571922,182901,3862
AK,1982,17,82,13192919,9339971,25627,22,25670294,422343,7634
AK,1982,18,66,20250267,14752290,20516,70,147160571,990385,23738
AK,1982,19,96,60303447,57427048,28777,28,118043099,2589055,9914
AK,1982,20,132,160079484,190535610,40013,9,60611769,5471973,3285
AK,1982,21,115,300464746,354090870,39985,5,57217889,8166931,1825
AK,1982,22,8,39111926,34021736,2920,0,0,0,0
AK,1981,1,1,22,34,365,2,10,0,62
AK,1981,2,1,381,248,365,0,0,0,0
AK,1981,3,0,0,0,0,0,0,0,0
AK,1981,4,0,0,0,0,1,9956,0,365
AK,1981,5,1,1914,1336,334,0,0,0,0
AK,1981,6,0,0,0,0,0,0,0,0
AK,1981,7,1,3974,2396,365,2,28445,0,455
AK,1981,8,3,10954,8872,944,3,86547,0,1064
AK,1981,9,4,15941,17561,1097,1,40511,0,365
AK,1981,10,4,25489,35958,1460,2,88855,0,730
AK,1981,11,3,24887,26657,1095,0,0,0,0
AK,1981,12,7,80028,48535,2524,2,107878,5898,730
AK,1981,13,7,66972,40291,1672,6,476554,0,1856
AK,1981,14,26,562632,537741,8094,5,481439,3364,1157
AK,1981,15,31,1426674,1013755,10769,4,1068673,13132,1460
AK,1981,16,56,5138634,2849175,18831,8,4027479,162222,2524
AK,1981,17,79,12206825,6518889,23583,25,25739165,501826,8274
AK,1981,18,53,12915325,7432378,13189,47,109938984,725221,16183
AK,1981,19,57,35696256,37096391,17322,34,142111360,2145520,11925
AK,1981,20,67,91671300,106032169,23243,8,50240637,4445401,2828
AK,1981,21,107,295831644,333741323,38692,0,0,0,0
AK,1981,22,27,123656823,113325914,9796,0,0,0,0
AK,1980,1,1,136,95,366,0,0,0,0
AK,1980,2,1,494,229,366,0,0,0,0
AK,1980,3,0,0,0,0,1,6044,0,366
AK,1980,4,1,2044,304,366,1,10913,167,366
AK,1980,5,0,0,0,0,1,14161,0,366
AK,1980,6,0,0,0,0,2,43163,0,732
AK,1980,7,1,3523,1329,366,2,48608,0,732
AK,1980,8,1,3563,10516,366,1,26563,0,366
AK,1980,9,0,0,0,0,0,0,0,0
AK,1980,10,3,17892,43069,1098,2,67036,0,518
AK,1980,11,1,9280,7822,366,1,64843,0,366
AK,1980,12,5,49004,49747,1678,2,120266,3406,732
AK,1980,13,2,29740,22326,732,5,486689,0,1830
AK,1980,14,13,252572,226181,4301,4,562669,8863,1312
AK,1980,15,37,1603453,1326950,12933,6,1246130,20249,1922
AK,1980,16,42,4076287,2096381,15099,6,3485699,118680,2196
AK,1980,17,59,10765648,5450207,21137,14,17768764,273527,5124
AK,1980,18,40,14117011,6957559,14122,47,103208587,907131,16836
AK,1980,19,43,30030330,21899566,13945,33,139178733,2375298,12078
AK,1980,20,64,79058331,74969393,19133,6,38300235,2250463,2196
AK,1980,21,108,299067726,296737320,37524,4,46612506,4170409,1464
AK,1980,22,30,142425473,132175765,10980,0,0,0,0
AK,1979,1,1,157,105,365,1,119,0,28
AK,1979,2,1,42,0,31,2,4203,0,393
AK,1979,3,0,0,0,0,1,5751,0,365
AK,1979,4,0,0,0,0,0,0,0,0
AK,1979,5,1,1980,3406,365,0,0,0,0
AK,1979,6,0,0,0,0,0,0,0,0
AK,1979,7,2,7345,4333,730,2,42126,77,638
AK,1979,8,0,0,0,0,1,20215,0,275
AK,1979,9,1,5642,4501,365,2,58990,466,610
AK,1979,10,3,16421,3796,761,2,105659,0,730
AK,1979,11,2,16026,19689,730,2,114539,0,730
AK,1979,12,2,25211,21649,730,2,140982,1597,730
AK,1979,13,3,25350,11001,577,6,508495,641,1917
AK,1979,14,12,226051,213320,3678,6,878354,0,1705
AK,1979,15,30,1131984,1184996,9731,2,531592,16860,730
AK,1979,16,32,3010968,2009717,11167,5,3007922,7382,1519
AK,1979,17,66,12397255,6248093,22995,15,19141578,282852,5475
AK,1979,18,39,13708545,5834805,13265,45,104548370,948311,16028
AK,1979,19,32,22356167,18548836,10562,30,130598936,1750688,10950
AK,1979,20,63,85477684,73411956,20090,4,27812796,886377,1460
AK,1979,21,94,245320944,230877206,30665,1,15380157,1819290,365
AK,1979,22,27,122015413,93142167,9198,0,0,0,0
AK,1978,1,1,285,451,365,3,1868,20,914
AK,1978,2,1,74,0,59,0,0,0,0
AK,1978,3,1,831,601,365,0,0,0,0
AK,1978,4,0,0,0,0,1,10341,0,365
AK,1978,5,1,487,1925,120,1,15121,0,365
AK,1978,6,1,2445,6240,365,0,0,0,0
AK,1978,7,0,0,0,0,2,47825,0,730
AK,1978,8,0,0,0,0,2,55092,357,730
AK,1978,9,3,13866,3086,760,0,0,0,0
AK,1978,10,1,8359,2292,365,1,44481,0,365
AK,1978,11,0,0,0,0,0,0,0,0
AK,1978,12,3,32336,33514,1095,5,309955,11037,1825
AK,1978,13,2,31932,11164,730,3,322374,0,1095
AK,1978,14,16,360928,208561,5291,8,1034390,15861,2647
AK,1978,15,27,1160648,1018062,9248,4,870057,47979,1460
AK,1978,16,27,2471244,1716640,8699,5,1942790,55416,1430
AK,1978,17,56,10234646,5686360,19194,17,20749239,480757,6205
AK,1978,18,36,12799493,5731554,12688,40,98285009,1075382,14600
AK,1978,19,28,20021380,8261455,9739,31,134731271,2536808,11315
AK,1978,20,53,77894550,59502867,17445,2,15340712,350229,730
AK,1978,21,74,218884572,170600095,25588,0,0,0,0
AK,1978,22,21,99318874,72768575,6942,0,0,0,0
AK,1977,1,2,147,0,730,0,0,0,0
AK,1977,2,1,448,0,365,1,2115,0,306
AK,1977,3,1,1199,1019,365,2,10052,166,640
AK,1977,4,0,0,0,0,1,10237,0,365
AK,1977,5,0,0,0,0,1,13339,0,365
AK,1977,6,1,3274,1068,365,1,19346,284,365
AK,1977,7,1,606,197,61,1,6836,701,184
AK,1977,8,1,4157,2872,365,3,79488,411,1003
AK,1977,9,4,19415,6077,1154,0,0,0,0
AK,1977,10,1,7042,4315,365,0,0,0,0
AK,1977,11,3,23627,35755,1095,2,68953,0,396
AK,1977,12,3,27528,17284,852,6,473922,1665,2190
AK,1977,13,2,27931,26224,730,1,92070,0,365
AK,1977,14,7,168537,112429,2496,9,1010102,16162,2678
AK,1977,15,26,1118292,1371457,8973,2,482928,22549,730
AK,1977,16,25,2442704,1778569,9125,2,968716,23415,730
AK,1977,17,46,8464342,4823725,16214,21,27468931,587574,7634
AK,1977,18,45,16078999,7430660,15638,37,84296559,761578,13234
AK,1977,19,30,23022393,9474908,10076,31,124936862,3195715,11284
AK,1977,20,51,52165654,36340916,12031,4,26088294,1196625,1460
AK,1977,21,37,56716228,42547395,7826,0,0,0,0
AK,1977,22,3,5254089,3724238,337,0,0,0,0
AK,1976,1,1,34,0,305,1,553,64,182
AK,1976,2,0,0,0,0,0,0,0,0
AK,1976,3,0,0,0,0,2,11051,0,732
AK,1976,4,1,1538,497,366,0,0,0,0
AK,1976,5,0,0,0,0,1,16710,0,366
AK,1976,6,1,2112,7200,366,0,0,0,0
AK,1976,7,0,0,0,0,0,0,0,0
AK,1976,8,0,0,0,0,0,0,0,0
AK,1976,9,1,5315,1959,366,3,108334,776,1098
AK,1976,10,2,8409,15358,458,1,44690,0,366
AK,1976,11,3,13821,5315,519,2,114328,1440,732
AK,1976,12,3,20233,27555,793,4,329723,0,1464
AK,1976,13,3,31719,20131,793,1,107817,0,366
AK,1976,14,10,241048,136682,3660,7,1096467,11436,2562
AK,1976,15,22,1037164,1057433,7838,2,351781,39737,732
AK,1976,16,30,2673485,1606933,10220,4,2520483,21118,1464
AK,1976,17,31,5693396,3318148,10981,13,15739100,514669,4698
AK,1976,18,45,17592160,9025737,16410,44,94779054,1622901,16104
AK,1976,19,29,19634788,8081608,9183,29,115905315,3302438,10614
AK,1976,20,9,10807349,3278230,2777,2,11041442,806819,732
AK,1976,21,1,2925367,2329849,366,0,0,0,0
AK,1976,22,0,0,0,0,0,0,0,0
AK,1975,1,0,0,0,0,0,0,0,0
AK,1975,2,0,0,0,0,0,0,0,0
AK,1975,3,1,710,3205,365,3,16592,0,820
AK,1975,4,0,0,0,0,1,8775,15,365
AK,1975,5,1,1117,253,181,1,8144,0,184
AK,1975,6,1,3232,2281,365,0,0,0,0
AK,1975,7,1,4086,1727,365,1,19264,737,365
AK,1975,8,0,0,0,0,1,27568,0,365
AK,1975,9,1,6397,4672,365,1,34660,0,365
AK,1975,10,0,0,0,0,2,91937,1035,730
AK,1975,11,2,16201,21184,730,2,117188,0,730
AK,1975,12,2,15971,20586,516,4,332630,0,1460
AK,1975,13,4,45426,32832,1154,0,0,0,0
AK,1975,14,7,132226,72411,2037,6,896823,2375,1945
AK,1975,15,17,753953,778433,5842,6,1767873,55464,2190
AK,1975,16,23,1977487,1399155,7875,1,45995,4302,31
AK,1975,17,44,7699259,4993014,15211,13,14406400,141719,3984
AK,1975,18,48,16894415,10290612,15759,43,89415879,2041023,14786
AK,1975,19,24,18898872,5436398,8305,25,103485498,3263637,8701
AK,1975,20,13,16460681,7135365,4262,2,12084404,788408,730
AK,1975,21,1,2772296,2054522,365,0,0,0,0
AK,1975,22,0,0,0,0,0,0,0,0
AK,1974,1,2,385,1,579,2,417,0,459
AK,1974,2,0,0,0,0,0,0,0,0
AK,1974,3,0,0,0,0,1,6896,0,365
AK,1974,4,2,1262,488,301,3,32727,0,1095
AK,1974,5,0,0,0,0,0,0,0,0
AK,1974,6,0,0,0,0,1,19205,0,365
AK,1974,7,0,0,0,0,0,0,0,0
AK,1974,8,0,0,0,0,1,31926,0,365
AK,1974,9,1,4501,7599,365,1,36358,0,365
AK,1974,10,0,0,0,0,0,0,0,0
AK,1974,11,1,9309,3440,365,0,0,0,0
AK,1974,12,5,52365,51952,1641,5,372759,0,1825
AK,1974,13,4,51314,41039,1215,1,66377,3792,365
AK,1974,14,10,223581,234241,3163,5,824714,5137,1825
AK,1974,15,17,776085,661710,5596,3,787123,30290,1095
AK,1974,16,24,2074683,1534613,8213,4,1486505,58654,1093
AK,1974,17,43,7948598,5716253,15235,13,13583840,255855,3923
AK,1974,18,42,14344389,9664654,13816,33,66465528,944288,11256
AK,1974,19,24,15908997,6374205,8004,27,107982181,4978891,9248
AK,1974,20,17,21978705,6438446,5663,1,7395842,485109,365
AK,1974,21,1,2108006,1519966,365,0,0,0,0
AK,1974,22,0,0,0,0,0,0,0,0
AK,1973,1,0,0,0,0,0,0,0,0
AK,1973,2,0,0,0,0,0,0,0,0
AK,1973,3,1,205,0,92,1,5782,0,365
AK,1973,4,0,0,0,0,0,0,0,0
AK,1973,5,2,3645,5800,730,2,33102,0,730
AK,1973,6,1,287,70,31,1,19992,0,365
AK,1973,7,0,0,0,0,1,16128,1136,365
AK,1973,8,0,0,0,0,1,26826,0,365
AK,1973,9,0,0,0,0,0,0,0,0
AK,1973,10,0,0,0,0,2,106245,0,730
AK,1973,11,0,0,0,0,0,0,0,0
AK,1973,12,2,22123,8790,638,3,220526,0,1095
AK,1973,13,0,0,0,0,2,170437,0,671
AK,1973,14,13,288157,192660,4226,7,967521,12373,2221
AK,1973,15,18,803847,750308,5870,5,1248373,13726,1580
AK,1973,16,24,2146953,1891071,8395,0,0,0,0
AK,1973,17,45,8342282,7180076,15971,11,12889294,559410,4015
AK,1973,18,34,12930419,9720323,12198,29,66997276,631732,10585
AK,1973,19,33,24752483,14965850,11866,20,90180411,2993951,7300
AK,1973,20,15,18751185,6095535,4962,2,11718359,886537,730
AK,1973,21,0,0,0,0,0,0,0,0
AK,1973,22,0,0,0,0,0,0,0,0
AK,1972,1,0,0,0,0,0,0,0,0
AK,1972,2,0,0,0,0,1,757,0,121
AK,1972,3,0,0,0,0,1,8346,0,366
AK,1972,4,1,140,12,31,1,7552,413,366
AK,1972,5,0,0,0,0,1,14333,0,366
AK,1972,6,0,0,0,0,0,0,0,0
AK,1972,7,0,0,0,0,1,25535,0,366
AK,1972,8,0,0,0,0,0,0,0,0
AK,1972,9,1,505,67,31,0,0,0,0
AK,1972,10,3,18790,20102,976,1,40528,1793,366
AK,1972,11,0,0,0,0,2,115790,1993,732
AK,1972,12,2,15510,22093,487,2,154030,0,732
AK,1972,13,1,17278,3840,366,3,284826,0,1098
AK,1972,14,12,211416,163911,3722,5,828023,10062,1830
AK,1972,15,18,830522,746363,6101,3,439169,18635,763
AK,1972,16,32,2935264,2626175,11376,2,1365306,0,732
AK,1972,17,39,7045044,5863788,13176,12,15524604,205797,4392
AK,1972,18,35,12911976,9263046,12325,31,69781801,1251377,11346
AK,1972,19,27,20082776,9120247,9701,21,91583204,4002947,7686
AK,1972,20,16,23066141,7224531,5856,2,9524529,935253,732
AK,1972,21,0,0,0,0,0,0,0,0
AK,1972,22,0,0,0,0,0,0,0,0
AK,1971,1,1,32,167,365,0,0,0,0
AK,1971,2,0,0,0,0,1,2762,0,365
AK,1971,3,0,0,0,0,1,6680,0,365
AK,1971,4,0,0,0,0,1,2910,381,181
AK,1971,5,0,0,0,0,2,31341,0,730
AK,1971,6,0,0,0,0,0,0,0,0
AK,1971,7,0,0,0,0,0,0,0,0
AK,1971,8,0,0,0,0,0,0,0,0
AK,1971,9,1,6021,1613,365,0,0,0,0
AK,1971,10,0,0,0,0,1,38008,1050,365
AK,1971,11,1,8518,9720,365,0,0,0,0
AK,1971,12,2,13537,31174,577,1,82101,0,365
AK,1971,13,3,36003,30981,911,2,186291,0,730
AK,1971,14,12,258438,137423,3800,4,547196,1690,1276
AK,1971,15,11,551517,295845,3650,5,1003689,22009,1491
AK,1971,16,27,2409546,2188904,9641,6,3730757,89141,2190
AK,1971,17,50,8804967,7946910,17763,10,13136701,147770,3650
AK,1971,18,42,14796940,17151313,15330,29,65168249,855223,10251
AK,1971,19,32,23122924,18826261,11499,16,73850769,2596743,5840
AK,1971,20,16,22989728,7288154,5840,4,18130243,2073806,1460
AK,1971,21,0,0,0,0,0,0,0,0
AK,1971,22,0,0,0,0,0,0,0,0
AK,1970,1,1,38,9,365,1,547,4,212
AK,1970,2,1,92,0,90,0,0,0,0
AK,1970,3,2,2104,2641,730,1,3303,200,365
AK,1970,4,0,0,0,0,0,0,0,0
AK,1970,5,0,0,0,0,1,15675,0,334
AK,1970,6,0,0,0,0,0,0,0,0
AK,1970,7,0,0,0,0,1,21350,0,334
AK,1970,8,1,4374,1761,365,0,0,0,0
AK,1970,9,1,6048,2188,365,1,25913,1210,365
AK,1970,10,1,4893,18585,365,3,136137,3403,1095
AK,1970,11,0,0,0,0,3,106204,133,671
AK,1970,12,2,14215,5995,424,1,85301,0,365
AK,1970,13,6,68988,81816,1794,0,0,0,0
AK,1970,14,7,156929,79591,2009,6,818502,0,1824
AK,1970,15,16,798581,551898,5442,4,1184801,16279,1460
AK,1970,16,21,1581031,1639404,6599,1,82878,0,59
AK,1970,17,52,8971107,7028034,17064,10,11656753,198846,3285
AK,1970,18,50,17056035,16572673,17041,28,67244557,593917,9885
AK,1970,19,41,26683121,26354400,14240,16,65768902,1300490,5536
AK,1970,20,20,25509682,14645457,7300,1,4690507,644598,365
AK,1970,21,0,0,0,0,0,0,0,0
AK,1970,22,0,0,0,0,0,0,0,0
AK,1969,1,2,109,0,210,0,0,0,0
AK,1969,2,0,0,0,0,0,0,0,0
AK,1969,3,2,1345,34,426,0,0,0,0
AK,1969,4,1,657,0,151,0,0,0,0
AK,1969,5,2,2881,1941,457,0,0,0,0
AK,1969,6,0,0,0,0,1,10182,1477,365
AK,1969,7,0,0,0,0,0,0,0,0
AK,1969,8,0,0,0,0,0,0,0,0
AK,1969,9,2,1998,8280,182,1,38754,0,365
AK,1969,10,1,1596,2537,92,0,0,0,0
AK,1969,11,2,16658,20489,730,1,61832,0,365
AK,1969,12,4,32386,22043,1097,0,0,0,0
AK,1969,13,3,34897,33479,881,2,161190,0,610
AK,1969,14,10,240494,172631,3225,5,675211,8513,1641
AK,1969,15,16,608921,489798,4684,4,1084948,0,1370
AK,1969,16,26,2209822,1862826,8786,3,799725,0,577
AK,1969,17,36,5829075,4695070,11983,13,11964620,86597,3413
AK,1969,18,60,18873364,17368639,18897,24,55409708,455661,8308
AK,1969,19,45,29725367,34981962,14761,4,12866359,378957,1217
AK,1969,20,12,15806940,4829688,4380,0,0,0,0
AK,1969,21,0,0,0,0,0,0,0,0
AK,1969,22,0,0,0,0,0,0,0,0
AK,1968,1,2,60,75,120,0,0,0,0
AK,1968,2,1,552,0,366,0,0,0,0
AK,1968,3,2,915,2556,397,0,0,0,0
AK,1968,4,2,787,121,153,0,0,0,0
AK,1968,5,1,2083,4993,366,1,2210,254,92
AK,1968,6,1,2558,3729,366,0,0,0,0
AK,1968,7,1,334,0,31,0,0,0,0
AK,1968,8,1,4186,1338,366,0,0,0,0
AK,1968,9,3,15114,10807,946,1,18469,2770,366
AK,1968,10,1,1290,1290,61,1,12203,0,92
AK,1968,11,1,9410,6769,366,0,0,0,0
AK,1968,12,5,47994,30679,1495,0,0,0,0
AK,1968,13,3,14053,725,307,0,0,0,0
AK,1968,14,9,118706,126479,2045,6,764709,2477,1740
AK,1968,15,10,324577,173535,2534,3,646046,0,763
AK,1968,16,29,1900604,1832928,7476,4,2000509,8507,1068
AK,1968,17,33,5353619,4260897,10012,4,3428618,0,824
AK,1968,18,44,14332724,12706284,13852,19,42335585,0,5949
AK,1968,19,40,23903536,24963092,12270,0,0,0,0
AK,1968,20,16,18823877,6067394,4857,0,0,0,0
AK,1968,21,1,1274686,408330,184,0,0,0,0
